kind,etag,id,snippet.videoId,snippet.topLevelComment.kind,snippet.topLevelComment.etag,snippet.topLevelComment.id,snippet.topLevelComment.snippet.authorDisplayName,snippet.topLevelComment.snippet.authorProfileImageUrl,snippet.topLevelComment.snippet.authorChannelUrl,snippet.topLevelComment.snippet.authorChannelId.value,snippet.topLevelComment.snippet.videoId,snippet.topLevelComment.snippet.textDisplay,snippet.topLevelComment.snippet.textOriginal,snippet.topLevelComment.snippet.canRate,snippet.topLevelComment.snippet.viewerRating,snippet.topLevelComment.snippet.likeCount,snippet.topLevelComment.snippet.publishedAt,snippet.topLevelComment.snippet.updatedAt,snippet.canReply,snippet.totalReplyCount,snippet.isPublic,nextPageToken,totalResults,resultsPerPage,param_part,param_videoId,param_maxResults,param_pageToken,queryTime
youtube#commentThreadListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/XZE18CFjaNOmZtD0c7MyLxdek5Q""",UgxvP5sUKQfDiZgKquh4AaABAg,kJQP7kiw5Fk,youtube#comment,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/tQ1JPaxevH8ZadK87tMIVcbJCdU""",UgxvP5sUKQfDiZgKquh4AaABAg,ignazio johnson,https://yt3.ggpht.com/a/AGF-l7_San621tcZ42_3GTeYVHYoBGOojqsq3VRc2A=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UCcKtyLkJHwoEV373gpMGlUA,UCcKtyLkJHwoEV373gpMGlUA,kJQP7kiw5Fk,IGNAZIO__JOHNSON==BBC__GALICIA<br />catalunia__first==BORRELL__melania--putin,"IGNAZIO__JOHNSON==BBC__GALICIA
catalunia__first==BORRELL__melania--putin",True,none,0,2020-02-04 11:02:49+00:00,2020-02-04 11:02:49+00:00,True,2,True,QURTSl9pMks5dW1xM0pqMy1mTnlaS3YxcGFjdGo5TGhNaEpkSlI5UkNKRXBLRXE0TUFGNlVmdEVWUFhYZzNGdzlDWllSZjJ6bkN2R3hPSVRfemdBTVdhTVlDMElLbVY5ZkMwSlpwSWdMeFM3Wk1TSHczQ1lRREljQUxkNUp1VmFObkk=,100,100,snippet,kJQP7kiw5Fk,100,,2020-02-04 11:45:31.594283+00:00
youtube#commentThreadListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/XZE18CFjaNOmZtD0c7MyLxdek5Q""",Ugx79tBtgzO1gll2NNp4AaABAg,kJQP7kiw5Fk,youtube#comment,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/6nJXbsVZg8C6jPOgBLchyJ180R0""",Ugx79tBtgzO1gll2NNp4AaABAg,Panbai Meena,https://yt3.ggpht.com/a/AGF-l7_3DAKgqzfQKY6xI41Q100Q0KOX3Hhtr-d1gw=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UCOXetanHEEufT3XFo_V9KUg,UCOXetanHEEufT3XFo_V9KUg,kJQP7kiw5Fk,Claim your award for &#39; here before 7 billion views&#39; here<br />|<br />|<br />|,"Claim your award for ' here before 7 billion views' here
|
|
|",True,none,0,2020-02-04 11:02:10+00:00,2020-02-04 11:02:10+00:00,True,0,True,QURTSl9pMks5dW1xM0pqMy1mTnlaS3YxcGFjdGo5TGhNaEpkSlI5UkNKRXBLRXE0TUFGNlVmdEVWUFhYZzNGdzlDWllSZjJ6bkN2R3hPSVRfemdBTVdhTVlDMElLbVY5ZkMwSlpwSWdMeFM3Wk1TSHczQ1lRREljQUxkNUp1VmFObkk=,100,100,snippet,kJQP7kiw5Fk,100,,2020-02-04 11:45:31.594283+00:00
youtube#commentThreadListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/XZE18CFjaNOmZtD0c7MyLxdek5Q""",Ugz-1ddR6299OelTjBF4AaABAg,kJQP7kiw5Fk,youtube#comment,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/pU6Uppez_pL5gu4gMihEutXKgaU""",Ugz-1ddR6299OelTjBF4AaABAg,Mutaz Abed,https://yt3.ggpht.com/a/AGF-l7-cxp0PM5McTJSYT-NBeI28FsNN5NALKVNqZA=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UCcltWJuRk-UhngWUoGTqBzA,UCcltWJuRk-UhngWUoGTqBzA,kJQP7kiw5Fk,Gaaaaaaaaay,Gaaaaaaaaay,True,none,0,2020-02-04 11:01:17+00:00,2020-02-04 11:01:17+00:00,True,0,True,QURTSl9pMks5dW1xM0pqMy1mTnlaS3YxcGFjdGo5TGhNaEpkSlI5UkNKRXBLRXE0TUFGNlVmdEVWUFhYZzNGdzlDWllSZjJ6bkN2R3hPSVRfemdBTVdhTVlDMElLbVY5ZkMwSlpwSWdMeFM3Wk1TSHczQ1lRREljQUxkNUp1VmFObkk=,100,100,snippet,kJQP7kiw5Fk,100,,2020-02-04 11:45:31.594283+00:00
youtube#commentThreadListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/XZE18CFjaNOmZtD0c7MyLxdek5Q""",UgwF59qJtPnS6Ob3KrF4AaABAg,kJQP7kiw5Fk,youtube#comment,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/Q8KyT4bRtDfwHVIEMy8ZS3unlOE""",UgwF59qJtPnS6Ob3KrF4AaABAg,צור חיימוב,https://yt3.ggpht.com/a/AGF-l7_JLiB0g9C9IgdLn2zK-SPM6IhZgqj-2XOIeQ=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UC0fjAVMgU0Udz6n2AgXufbQ,UC0fjAVMgU0Udz6n2AgXufbQ,kJQP7kiw5Fk,"<a href=""https://www.youtube.com/watch?v=6CPkMbEdi0c"">https://www.youtube.com/watch?v=6CPkMbEdi0c</a>",https://www.youtube.com/watch?v=6CPkMbEdi0c,True,none,0,2020-02-04 10:59:53+00:00,2020-02-04 10:59:53+00:00,True,0,True,QURTSl9pMks5dW1xM0pqMy1mTnlaS3YxcGFjdGo5TGhNaEpkSlI5UkNKRXBLRXE0TUFGNlVmdEVWUFhYZzNGdzlDWllSZjJ6bkN2R3hPSVRfemdBTVdhTVlDMElLbVY5ZkMwSlpwSWdMeFM3Wk1TSHczQ1lRREljQUxkNUp1VmFObkk=,100,100,snippet,kJQP7kiw5Fk,100,,2020-02-04 11:45:31.594283+00:00
youtube#commentThreadListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/XZE18CFjaNOmZtD0c7MyLxdek5Q""",UgySZ7NNpDwXAGK-xK94AaABAg,kJQP7kiw5Fk,youtube#comment,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/mmOHy-FODL7AYC5Iz7JzG0WPEos""",UgySZ7NNpDwXAGK-xK94AaABAg,ed dd,https://yt3.ggpht.com/a/AGF-l78pcph5nBS6_2yXizMCQ4tcGpRcDrT_iWZucg=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UC-6qx4oZu7DDDTv7N1ptTHw,UC-6qx4oZu7DDDTv7N1ptTHw,kJQP7kiw5Fk,<b>DAMN CHINA !</b>,*DAMN CHINA !*,True,none,0,2020-02-04 10:59:33+00:00,2020-02-04 10:59:33+00:00,True,0,True,QURTSl9pMks5dW1xM0pqMy1mTnlaS3YxcGFjdGo5TGhNaEpkSlI5UkNKRXBLRXE0TUFGNlVmdEVWUFhYZzNGdzlDWllSZjJ6bkN2R3hPSVRfemdBTVdhTVlDMElLbVY5ZkMwSlpwSWdMeFM3Wk1TSHczQ1lRREljQUxkNUp1VmFObkk=,100,100,snippet,kJQP7kiw5Fk,100,,2020-02-04 11:45:31.594283+00:00
youtube#commentThreadListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/XZE18CFjaNOmZtD0c7MyLxdek5Q""",UgxMRmMEDQ7ozZB8trh4AaABAg,kJQP7kiw5Fk,youtube#comment,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/QyzrDrMS6GJPeQQrNhLJ9IzK5aI""",UgxMRmMEDQ7ozZB8trh4AaABAg,عبالباري الفارسي,https://yt3.ggpht.com/a/AGF-l799rNTQIP6bCmsixG7HVyWHJdTt4TKuif1v5A=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UC46q_Op68rFJlkpB_YqWRBA,UC46q_Op68rFJlkpB_YqWRBA,kJQP7kiw5Fk,اللي من العراك  ليك,اللي من العراك  ليك,True,none,0,2020-02-04 10:56:16+00:00,2020-02-04 10:56:16+00:00,True,0,True,QURTSl9pMks5dW1xM0pqMy1mTnlaS3YxcGFjdGo5TGhNaEpkSlI5UkNKRXBLRXE0TUFGNlVmdEVWUFhYZzNGdzlDWllSZjJ6bkN2R3hPSVRfemdBTVdhTVlDMElLbVY5ZkMwSlpwSWdMeFM3Wk1TSHczQ1lRREljQUxkNUp1VmFObkk=,100,100,snippet,kJQP7kiw5Fk,100,,2020-02-04 11:45:31.594283+00:00
youtube#commentThreadListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/XZE18CFjaNOmZtD0c7MyLxdek5Q""",UgwjyZwlAHA8ocoNlVd4AaABAg,kJQP7kiw5Fk,youtube#comment,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/MP_uSZKn8dXUugQVHQuQ4mEI8z4""",UgwjyZwlAHA8ocoNlVd4AaABAg,Usama Afzal,https://yt3.ggpht.com/a/AGF-l7-VH2oG3yF_MhBNF1UPL_b29YXCazzWHt9qFw=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UCcYHe7mok88CjOjr1MxxR8g,UCcYHe7mok88CjOjr1MxxR8g,kJQP7kiw5Fk,DESPACITO,DESPACITO,True,none,0,2020-02-04 10:52:13+00:00,2020-02-04 10:52:13+00:00,True,0,True,QURTSl9pMks5dW1xM0pqMy1mTnlaS3YxcGFjdGo5TGhNaEpkSlI5UkNKRXBLRXE0TUFGNlVmdEVWUFhYZzNGdzlDWllSZjJ6bkN2R3hPSVRfemdBTVdhTVlDMElLbVY5ZkMwSlpwSWdMeFM3Wk1TSHczQ1lRREljQUxkNUp1VmFObkk=,100,100,snippet,kJQP7kiw5Fk,100,,2020-02-04 11:45:31.594283+00:00
youtube#commentThreadListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/XZE18CFjaNOmZtD0c7MyLxdek5Q""",Ugy3DQciuCM4ybuy0qd4AaABAg,kJQP7kiw5Fk,youtube#comment,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/WBtJbY4x8mX9ZzLfKE0-Zc8mCpE""",Ugy3DQciuCM4ybuy0qd4AaABAg,Janusz Kurleto,https://yt3.ggpht.com/a/AGF-l78q6Xntm25tCbe-5Jaglbjgr6wKmJ_zg9RMGg=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UC3YPeFfX5Jzs1jaobNFwt-Q,UC3YPeFfX5Jzs1jaobNFwt-Q,kJQP7kiw5Fk,"Fank you Luis fonsi 2017 1 mld 2018 3,4mld 2019 4,6mld 2020 6,6mld","Fank you Luis fonsi 2017 1 mld 2018 3,4mld 2019 4,6mld 2020 6,6mld",True,none,0,2020-02-04 10:52:10+00:00,2020-02-04 10:52:10+00:00,True,0,True,QURTSl9pMks5dW1xM0pqMy1mTnlaS3YxcGFjdGo5TGhNaEpkSlI5UkNKRXBLRXE0TUFGNlVmdEVWUFhYZzNGdzlDWllSZjJ6bkN2R3hPSVRfemdBTVdhTVlDMElLbVY5ZkMwSlpwSWdMeFM3Wk1TSHczQ1lRREljQUxkNUp1VmFObkk=,100,100,snippet,kJQP7kiw5Fk,100,,2020-02-04 11:45:31.594283+00:00
youtube#commentThreadListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/XZE18CFjaNOmZtD0c7MyLxdek5Q""",UgyNjr_yvhe62roPUfB4AaABAg,kJQP7kiw5Fk,youtube#comment,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/6hnuzL1-CP1mHKVkhj5Etw94izE""",UgyNjr_yvhe62roPUfB4AaABAg,Joshua Hott,https://yt3.ggpht.com/a/AGF-l7_atIAuzpAaafyserBxiGRFGH07pZ0xKgXbXA=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UC9kzVB1YEUYHznavJjk_p9g,UC9kzVB1YEUYHznavJjk_p9g,kJQP7kiw5Fk,"$‭18,202,433.27 USD is the median advertising revenue produced from this video.","$‭18,202,433.27 USD is the median advertising revenue produced from this video.",True,none,1,2020-02-04 10:48:25+00:00,2020-02-04 10:48:25+00:00,True,0,True,QURTSl9pMks5dW1xM0pqMy1mTnlaS3YxcGFjdGo5TGhNaEpkSlI5UkNKRXBLRXE0TUFGNlVmdEVWUFhYZzNGdzlDWllSZjJ6bkN2R3hPSVRfemdBTVdhTVlDMElLbVY5ZkMwSlpwSWdMeFM3Wk1TSHczQ1lRREljQUxkNUp1VmFObkk=,100,100,snippet,kJQP7kiw5Fk,100,,2020-02-04 11:45:31.594283+00:00
youtube#commentThreadListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/XZE18CFjaNOmZtD0c7MyLxdek5Q""",UgzQDaUYDbiWPp0teFN4AaABAg,kJQP7kiw5Fk,youtube#comment,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/KahbTxVVtHiSNhSZalMKDYH87hk""",UgzQDaUYDbiWPp0teFN4AaABAg,Siddhesh Chawan,https://yt3.ggpht.com/a/AGF-l7_WnphOU8cAN0238fFiXq2KAUlBVFRYtYuEHw=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UCxddqyiHKF1d3KeNQ5hF0vw,UCxddqyiHKF1d3KeNQ5hF0vw,kJQP7kiw5Fk,Who is here just to check the views?,Who is here just to check the views?,True,none,1,2020-02-04 10:47:14+00:00,2020-02-04 10:47:14+00:00,True,0,True,QURTSl9pMks5dW1xM0pqMy1mTnlaS3YxcGFjdGo5TGhNaEpkSlI5UkNKRXBLRXE0TUFGNlVmdEVWUFhYZzNGdzlDWllSZjJ6bkN2R3hPSVRfemdBTVdhTVlDMElLbVY5ZkMwSlpwSWdMeFM3Wk1TSHczQ1lRREljQUxkNUp1VmFObkk=,100,100,snippet,kJQP7kiw5Fk,100,,2020-02-04 11:45:31.594283+00:00
youtube#commentThreadListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/XZE18CFjaNOmZtD0c7MyLxdek5Q""",UgxUtPaL6Ool7Y3aFuN4AaABAg,kJQP7kiw5Fk,youtube#comment,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/DrIT8nh8fUmJC-9cOKZfjtQhW9U""",UgxUtPaL6Ool7Y3aFuN4AaABAg,BTray,https://yt3.ggpht.com/a/AGF-l79XgqhC3n2meAPcJ49V2g9-bWbs_4Hp-aw0Ow=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UCEMC7sAx2wkZIYvOMo-mBeg,UCEMC7sAx2wkZIYvOMo-mBeg,kJQP7kiw5Fk,"February 2020, Anyone??","February 2020, Anyone??",True,none,1,2020-02-04 10:45:54+00:00,2020-02-04 10:45:54+00:00,True,0,True,QURTSl9pMks5dW1xM0pqMy1mTnlaS3YxcGFjdGo5TGhNaEpkSlI5UkNKRXBLRXE0TUFGNlVmdEVWUFhYZzNGdzlDWllSZjJ6bkN2R3hPSVRfemdBTVdhTVlDMElLbVY5ZkMwSlpwSWdMeFM3Wk1TSHczQ1lRREljQUxkNUp1VmFObkk=,100,100,snippet,kJQP7kiw5Fk,100,,2020-02-04 11:45:31.594283+00:00
youtube#commentThreadListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/XZE18CFjaNOmZtD0c7MyLxdek5Q""",Ugy8LURtI6QPcPdJPhF4AaABAg,kJQP7kiw5Fk,youtube#comment,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/OoaT4hz0-szK54PcdwfR3qtuPBI""",Ugy8LURtI6QPcPdJPhF4AaABAg,Abhik Chakraborty,https://yt3.ggpht.com/a/AGF-l789DoO4vosPncBQVA-f2OYhe7tFCaAtABbQDA=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UCeXd9cfrzUbVkbwFZ7ECSFw,UCeXd9cfrzUbVkbwFZ7ECSFw,kJQP7kiw5Fk,"<a href=""https://youtu.be/fdQ0EElFR5Y"">https://youtu.be/fdQ0EElFR5Y</a> Listen to this guys.",https://youtu.be/fdQ0EElFR5Y Listen to this guys.,True,none,1,2020-02-04 10:44:15+00:00,2020-02-04 10:44:15+00:00,True,0,True,QURTSl9pMks5dW1xM0pqMy1mTnlaS3YxcGFjdGo5TGhNaEpkSlI5UkNKRXBLRXE0TUFGNlVmdEVWUFhYZzNGdzlDWllSZjJ6bkN2R3hPSVRfemdBTVdhTVlDMElLbVY5ZkMwSlpwSWdMeFM3Wk1TSHczQ1lRREljQUxkNUp1VmFObkk=,100,100,snippet,kJQP7kiw5Fk,100,,2020-02-04 11:45:31.594283+00:00
youtube#commentThreadListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/XZE18CFjaNOmZtD0c7MyLxdek5Q""",UgxrDEi7Rf2iMdLCnd54AaABAg,kJQP7kiw5Fk,youtube#comment,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/RoVNb4fz3b7q8AimBFEpjo3wbMA""",UgxrDEi7Rf2iMdLCnd54AaABAg,yoyo3c,https://yt3.ggpht.com/a/AGF-l7_E1n9wiPW966TtxviLpF62c_-HxeZqKmBkvw=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UCI3KSyTOaO_D2G8tQUhiwxw,UCI3KSyTOaO_D2G8tQUhiwxw,kJQP7kiw5Fk,Who is there to check views?<br /><br /><br /><br /><br /><br /><br /><br />Pls sub to me😅,"Who is there to check views?







Pls sub to me😅",True,none,1,2020-02-04 10:40:49+00:00,2020-02-04 10:41:39+00:00,True,0,True,QURTSl9pMks5dW1xM0pqMy1mTnlaS3YxcGFjdGo5TGhNaEpkSlI5UkNKRXBLRXE0TUFGNlVmdEVWUFhYZzNGdzlDWllSZjJ6bkN2R3hPSVRfemdBTVdhTVlDMElLbVY5ZkMwSlpwSWdMeFM3Wk1TSHczQ1lRREljQUxkNUp1VmFObkk=,100,100,snippet,kJQP7kiw5Fk,100,,2020-02-04 11:45:31.594283+00:00
youtube#commentThreadListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/XZE18CFjaNOmZtD0c7MyLxdek5Q""",UgwNy3KVRfzRCC3TWZR4AaABAg,kJQP7kiw5Fk,youtube#comment,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/8Y29S0TH8cmyfZslnn4K8p5pnow""",UgwNy3KVRfzRCC3TWZR4AaABAg,Lmfaolittシ,https://yt3.ggpht.com/a/AGF-l7-pJd5aErKfCFMB-2o78lLDw-UeT2S9o82k_g=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UCHOvUG3uNq7zU_TjO6HEz1A,UCHOvUG3uNq7zU_TjO6HEz1A,kJQP7kiw5Fk,Whos here before 7 billion,Whos here before 7 billion,True,none,2,2020-02-04 10:32:24+00:00,2020-02-04 10:32:24+00:00,True,0,True,QURTSl9pMks5dW1xM0pqMy1mTnlaS3YxcGFjdGo5TGhNaEpkSlI5UkNKRXBLRXE0TUFGNlVmdEVWUFhYZzNGdzlDWllSZjJ6bkN2R3hPSVRfemdBTVdhTVlDMElLbVY5ZkMwSlpwSWdMeFM3Wk1TSHczQ1lRREljQUxkNUp1VmFObkk=,100,100,snippet,kJQP7kiw5Fk,100,,2020-02-04 11:45:31.594283+00:00
youtube#commentThreadListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/XZE18CFjaNOmZtD0c7MyLxdek5Q""",UgyTiyIe1yqCOH312Ud4AaABAg,kJQP7kiw5Fk,youtube#comment,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/1Ak4LlnGa9wRHXbHUS2LP4pYM7s""",UgyTiyIe1yqCOH312Ud4AaABAg,Song Finder für alle!,https://yt3.ggpht.com/a/AGF-l786w3KPr-lXwLo3s5guopGhpLL5wotJUxUpjQ=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UCDtAL_caa7OJ29VfqYctMjA,UCDtAL_caa7OJ29VfqYctMjA,kJQP7kiw5Fk,<b>Sí</b>,*Sí*,True,none,2,2020-02-04 10:29:04+00:00,2020-02-04 10:29:04+00:00,True,0,True,QURTSl9pMks5dW1xM0pqMy1mTnlaS3YxcGFjdGo5TGhNaEpkSlI5UkNKRXBLRXE0TUFGNlVmdEVWUFhYZzNGdzlDWllSZjJ6bkN2R3hPSVRfemdBTVdhTVlDMElLbVY5ZkMwSlpwSWdMeFM3Wk1TSHczQ1lRREljQUxkNUp1VmFObkk=,100,100,snippet,kJQP7kiw5Fk,100,,2020-02-04 11:45:31.594283+00:00
youtube#commentThreadListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/XZE18CFjaNOmZtD0c7MyLxdek5Q""",UgxgC8Yok5la-FU25G94AaABAg,kJQP7kiw5Fk,youtube#comment,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/A5ExwNEHyFvNucH1ASI4QQrjMBw""",UgxgC8Yok5la-FU25G94AaABAg,Fppd47,https://yt3.ggpht.com/a/AGF-l7-T_zzFcQZHiODKa-Xi0CUwNMT58Y56d8rtbg=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UCnfcTtK7SKqnsOmsMx0i1cw,UCnfcTtK7SKqnsOmsMx0i1cw,kJQP7kiw5Fk,This doesn&#39;t feel good.. <br /><br />It sounds different after hearing the 2nd version (flyingkitty) many times,"This doesn't feel good.. 

It sounds different after hearing the 2nd version (flyingkitty) many times",True,none,0,2020-02-04 10:28:14+00:00,2020-02-04 10:28:14+00:00,True,0,True,QURTSl9pMks5dW1xM0pqMy1mTnlaS3YxcGFjdGo5TGhNaEpkSlI5UkNKRXBLRXE0TUFGNlVmdEVWUFhYZzNGdzlDWllSZjJ6bkN2R3hPSVRfemdBTVdhTVlDMElLbVY5ZkMwSlpwSWdMeFM3Wk1TSHczQ1lRREljQUxkNUp1VmFObkk=,100,100,snippet,kJQP7kiw5Fk,100,,2020-02-04 11:45:31.594283+00:00
youtube#commentThreadListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/XZE18CFjaNOmZtD0c7MyLxdek5Q""",Ugz5l_xgNLhL1_tKzrF4AaABAg,kJQP7kiw5Fk,youtube#comment,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/ZA1ON9ux6uSfnVqD-ZSdmGj1Myg""",Ugz5l_xgNLhL1_tKzrF4AaABAg,Akash BRAMTON,https://yt3.ggpht.com/a/AGF-l79Jv29CQGbzt71dIablrGsIlcxE5vBGgTiKOg=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UCz-CKLvMprsQo4KEzO-r4NA,UCz-CKLvMprsQo4KEzO-r4NA,kJQP7kiw5Fk,♛  ♛ Ⓦⓞⓡⓛⓓ Ⓖⓡⓔⓐⓣ Ⓢⓞⓝⓖ ♛  ♛ 👌👌👌👌👌👌💎💎💎❤,♛  ♛ Ⓦⓞⓡⓛⓓ Ⓖⓡⓔⓐⓣ Ⓢⓞⓝⓖ ♛  ♛ 👌👌👌👌👌👌💎💎💎❤,True,none,0,2020-02-04 10:27:45+00:00,2020-02-04 10:27:45+00:00,True,0,True,QURTSl9pMks5dW1xM0pqMy1mTnlaS3YxcGFjdGo5TGhNaEpkSlI5UkNKRXBLRXE0TUFGNlVmdEVWUFhYZzNGdzlDWllSZjJ6bkN2R3hPSVRfemdBTVdhTVlDMElLbVY5ZkMwSlpwSWdMeFM3Wk1TSHczQ1lRREljQUxkNUp1VmFObkk=,100,100,snippet,kJQP7kiw5Fk,100,,2020-02-04 11:45:31.594283+00:00
youtube#commentThreadListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/XZE18CFjaNOmZtD0c7MyLxdek5Q""",UgxtVG_8w08A05IQNTd4AaABAg,kJQP7kiw5Fk,youtube#comment,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/nlGteoThdQNYsQZePjBPoufVddw""",UgxtVG_8w08A05IQNTd4AaABAg,IronMan Jr Srk,https://yt3.ggpht.com/a/AGF-l79M36FElDr-vOomrYkBTJ7mBi9P11mWsW7Jog=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UCs4PbnozyRvM29JQGCr-nSw,UCs4PbnozyRvM29JQGCr-nSw,kJQP7kiw5Fk,Who is waiting for this song to surpassed the world population ? 😐🤐,Who is waiting for this song to surpassed the world population ? 😐🤐,True,none,0,2020-02-04 10:27:37+00:00,2020-02-04 10:27:37+00:00,True,0,True,QURTSl9pMks5dW1xM0pqMy1mTnlaS3YxcGFjdGo5TGhNaEpkSlI5UkNKRXBLRXE0TUFGNlVmdEVWUFhYZzNGdzlDWllSZjJ6bkN2R3hPSVRfemdBTVdhTVlDMElLbVY5ZkMwSlpwSWdMeFM3Wk1TSHczQ1lRREljQUxkNUp1VmFObkk=,100,100,snippet,kJQP7kiw5Fk,100,,2020-02-04 11:45:31.594283+00:00
youtube#commentThreadListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/XZE18CFjaNOmZtD0c7MyLxdek5Q""",UgwCdCGfke8TEdAsgqh4AaABAg,kJQP7kiw5Fk,youtube#comment,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/JWrFNaLA1EEh7yltbuJRYPevds4""",UgwCdCGfke8TEdAsgqh4AaABAg,Fppd47,https://yt3.ggpht.com/a/AGF-l7-T_zzFcQZHiODKa-Xi0CUwNMT58Y56d8rtbg=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UCnfcTtK7SKqnsOmsMx0i1cw,UCnfcTtK7SKqnsOmsMx0i1cw,kJQP7kiw5Fk,"<a href=""https://youtu.be/zX2lPVr5Ok4"">https://youtu.be/zX2lPVr5Ok4</a>",https://youtu.be/zX2lPVr5Ok4,True,none,0,2020-02-04 10:27:04+00:00,2020-02-04 10:27:04+00:00,True,0,True,QURTSl9pMks5dW1xM0pqMy1mTnlaS3YxcGFjdGo5TGhNaEpkSlI5UkNKRXBLRXE0TUFGNlVmdEVWUFhYZzNGdzlDWllSZjJ6bkN2R3hPSVRfemdBTVdhTVlDMElLbVY5ZkMwSlpwSWdMeFM3Wk1TSHczQ1lRREljQUxkNUp1VmFObkk=,100,100,snippet,kJQP7kiw5Fk,100,,2020-02-04 11:45:31.594283+00:00
youtube#commentThreadListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/XZE18CFjaNOmZtD0c7MyLxdek5Q""",UgxPHoUXU1x14wHjTeF4AaABAg,kJQP7kiw5Fk,youtube#comment,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/-wKsbwWYIPUmPDSSpKsV16s6GQI""",UgxPHoUXU1x14wHjTeF4AaABAg,uam uam,https://yt3.ggpht.com/a/AGF-l79cn2TLnYFfvtOmGmiO3Sfxx2eZt7CwgLnEOA=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UCmGfIDYltlBT7HVmFFXJ8Uw,UCmGfIDYltlBT7HVmFFXJ8Uw,kJQP7kiw5Fk,FC❤️,FC❤️,True,none,0,2020-02-04 10:24:33+00:00,2020-02-04 10:24:33+00:00,True,0,True,QURTSl9pMks5dW1xM0pqMy1mTnlaS3YxcGFjdGo5TGhNaEpkSlI5UkNKRXBLRXE0TUFGNlVmdEVWUFhYZzNGdzlDWllSZjJ6bkN2R3hPSVRfemdBTVdhTVlDMElLbVY5ZkMwSlpwSWdMeFM3Wk1TSHczQ1lRREljQUxkNUp1VmFObkk=,100,100,snippet,kJQP7kiw5Fk,100,,2020-02-04 11:45:31.594283+00:00
